artist_id,artist_date_created,artist_favorites,artist_latitude,artist_location,artist_longitude,artist_name
10022,1/25/2011 02:10:13 PM,8,40.981515,"Ridgewood, NJ",-74.112613,Julian Lynch
10023,1/25/2011 05:30:20 PM,21,30.023105,"Lake Butler, Florida",-82.343872,Waylon Thornton and the Heavy Hands
10024,1/25/2011 05:30:36 PM,4,37.27779,"Cucumber, Driveby",-81.624008,Crawl Max
10026,1/25/2011 06:05:56 PM,0,NA,NA,NA,Redtheplaneeet
10027,1/25/2011 07:00:31 PM,91,30.023105,"Lake Butler, Florida",-82.343872,Waylon Thornton
10028,1/25/2011 07:48:23 PM,3,40.14323,New Jersey,-74.726715,Ba Babes
10030,1/25/2011 10:12:19 PM,7,48.85693,"Paris, France",2.3412,Catholic Spray
10031,1/25/2011 10:45:09 PM,28,33.958132,"Athens, Georgia",-83.373255,Holy Coast
10034,1/26/2011 06:01:39 PM,7,42.317816,Massachusetts,-72.632384,Cave Bears
10035,1/26/2011 07:06:55 PM,4,NA,NA,NA,Reve Steich
10036,1/26/2011 08:39:41 PM,11,38.89037,"Washington, DC ",-77.031959,The Meta-matics
10040,1/28/2011 12:32:08 AM,0,46.085184,Brooklyn & Queens,-62.72459,Chuck Bettis & Evan Rapport
10042,1/28/2011 12:40:58 PM,0,47.60356,"Seattle, WA",-122.329439,Splatinum
10043,1/28/2011 01:49:23 PM,1,NA,NA,NA,Joe Boyd and Robyn Hitchcock
10044,1/28/2011 03:25:55 PM,1,45.511795,"Portland, Oregon",-122.675629,Horse Feathers
10045,1/28/2011 03:43:48 PM,0,47.60356,"Seattle, Washington",-122.329439,Yuni In Taxco
10046,1/28/2011 03:58:34 PM,0,47.60356,"Seattle, WA",-122.329439,Bryan John Appleby
10047,1/28/2011 04:03:13 PM,9,40.692455,"Brooklyn, NY",-73.990364,Dirty Projectors
10048,1/28/2011 04:21:04 PM,2,42.331685,"Detroit, Michigan",-83.047924,Dale Earnhardt Jr. Jr.
10049,1/28/2011 04:21:56 PM,0,47.60356,"Seattle, WA",-122.329439,LaRue
10050,1/28/2011 04:25:40 PM,2,47.60356,"Seattle, WA",-122.329439,Say Hi
10051,1/28/2011 04:28:11 PM,14,30.267605,"Austin, TX",-97.742984,The Black Angels
10053,1/28/2011 04:53:00 PM,0,NA,NA,NA,Frikstailers
10054,1/28/2011 05:22:11 PM,1,35.78551,"Raleigh, NC",-78.642669,The Love Language
10055,1/28/2011 05:45:14 PM,2,47.60356,"Seattle, WA",-122.329439,Truckasauras
10056,1/28/2011 05:48:41 PM,6,39.95228,"New York, NY
Philadelphia, PA",-75.162454,The Walkmen
10057,1/28/2011 06:10:36 PM,0,45.511795,"Portland, OR",-122.675629,Blue Giant
10058,1/28/2011 06:30:55 PM,4,43.04999,"Syracuse, NY",-76.147389,Ra Ra Riot
10059,1/28/2011 06:44:43 PM,0,32.715695,"Seattle, WA
London, UK
San Diego, CA",-117.161719,Narrows
10060,1/28/2011 07:05:00 PM,28,22.586639,Tuva Republic,71.614639,Huun Huur Tu
10066,1/31/2011 07:37:49 AM,1,41.90311,Rome (Italy),12.49576,Medo's Little Trap
10067,1/31/2011 12:42:58 PM,0,NA,NA,NA,Crush
10068,02-01-2011 08:25,4,38.957735,Turkey,35.246901,VİYA
10069,02-01-2011 12:37,1,-14.242916,Brazil,-51.412289,Teddy Paçoca Preto Loco e Renato Fabbri
10071,02-01-2011 17:07,1,41.823875,"Providence, Rhode Island",-71.411994,East of Borneo
10072,02-02-2011 07:33,6,41.88415,Chicago,-87.632409,Frump! Strumpet! Strife!
10074,02-02-2011 18:15,1,-27.46888,"Brisbane, Australia",153.022827,Gyanism
10075,02-03-2011 07:04,0,NA,NA,NA,Boy & The Echo Choir
10076,02-03-2011 07:05,6,NA,NA,NA,Shigeto
10077,02-03-2011 07:06,3,NA,NA,NA,Dubalizer
10078,02-03-2011 07:07,1,NA,NA,NA,Small Radio
10079,02-03-2011 07:07,2,NA,NA,NA,Giggs
10080,02-03-2011 07:08,1,NA,NA,NA,Mathias Schaffhaeuser
10082,02-03-2011 13:18,11,NA,NA,NA,NEW YORK
10083,02-03-2011 13:56,1,NA,NA,NA,Arklight
10085,02-03-2011 16:16,2,40.71455,"New York, New York",-74.007124,Deep Singh and Ikhlaq Hussain Khan
10086,02-04-2011 13:04,2,4.6167,"Bogotá, Cundinamarca, Colombia",-74.099998,Aterciopelados
10089,02-04-2011 14:38,1,34.05349,"Los Angeles, CA",-118.245319,Active Child
10090,02-04-2011 16:12,0,47.60356,"Seattle, WA",-122.329439,Visqueen
10091,02-04-2011 16:41,3,32.715695,"San Diego, CA",-117.161719,Wavves
10092,02-04-2011 17:13,1,33.667101,"Los Angeles & Orange County, CA",-117.765049,Slacktone
10093,02-04-2011 17:33,0,47.60356,"Seattle, WA",-122.329439,The Missionary Position
10094,02-05-2011 08:33,3,43.868996,"Subotica, Former Yugoslavia (Serbia)",18.20679,Dr. Fuzz
10098,02-06-2011 09:36,6,-27.46888,"Brisbane, Australia",153.022827,Innig
10099,02-06-2011 12:04,1,NA,NA,NA,Terrakota
101,11/26/2008 02:05:27 AM,9,37.9402716,San Qunetin,-122.4875593,Charles Manson
1010,12-04-2008 09:24,2,NA,NA,NA,Josh Mease
10100,02-06-2011 12:21,5,NA,NA,NA,Rotterdam Ska Jazz Foundation
10102,02-06-2011 14:18,2,59.93314,"St. Petersburg, Russia",30.306115,Scarm
10105,02-08-2011 08:15,5,43.04181,Milwaukee,-87.906844,The Munitionettes
10106,02-09-2011 00:00,1,41.88415,Chicago,-87.632409,Sarah Weis
10107,02-09-2011 07:55,8,41.88415,chicago,-87.632409,The Carrier Wave
1011,12-04-2008 09:23,14,40.65,"Washington, DC/Brooklyn, NY",-73.95,Measles Mumps Rubella
10110,02-09-2011 12:22,14,NA,NA,NA,various @ semlabel
10113,02-10-2011 05:31,6,52.516074,"Berlin, Germany",13.376987,Trio Metrik
10114,02-10-2011 17:02,6,17.579755,Mali,-3.99883,Khaira Arby
10115,02-10-2011 17:45,0,43.04181,"Milwaukee, Wisconsin",-87.906844,Jaill
10116,02-10-2011 18:07,1,37.777125,"San Francisco, CA",-122.419644,Frankie & the Pool Boys
10117,02-11-2011 11:38,10,NA,NA,NA,Clinical Archives Mix
10119,02-11-2011 17:25,6,NA,NA,NA,Roscoe Mitchell
1012,12-04-2008 09:17,9,NA,NA,NA,Meat Puppets
10120,02-11-2011 17:37,1,NA,NA,NA,Jerome Bourdellon/Thomas Buckner/Dalila Khatir/Roscoe Mitchell
10121,02-12-2011 10:27,3,46.100695,"Subotica, Serbia",19.66881,Nafta
10122,02-12-2011 14:45,1,NA,NA,NA,Cubenx
10123,02-12-2011 14:45,2,NA,NA,NA,Offthesky
10124,02-12-2011 14:46,1,NA,NA,NA,Un Escargot Vide ? Feat. Ono Osamu
10125,02-12-2011 14:47,0,NA,NA,NA,Koutaro Fukui
10126,02-12-2011 14:48,1,NA,NA,NA,Manrico Montero
10127,02-12-2011 14:49,0,NA,NA,NA,Imagho Feat. Moinho
10128,02-12-2011 14:49,47,37.383976,"Fukushima, Japan",140.104156,Saito Koji
10129,02-12-2011 14:50,3,NA,NA,NA,Hiroki Sasajima
10130,02-12-2011 14:51,0,NA,NA,NA,Sébastien Druot
10131,02-12-2011 14:52,0,NA,NA,NA,Brometer
10132,02-12-2011 14:52,0,NA,NA,NA,Mathon
10133,02-12-2011 14:53,0,NA,NA,NA,Brendan Paxton
10134,02-12-2011 14:54,0,NA,NA,NA,Segue
10136,02-12-2011 14:55,0,NA,NA,NA,Benfay
10137,02-12-2011 14:56,0,NA,NA,NA,Sgis
10138,02-12-2011 14:57,1,NA,NA,NA,Entia Non
10139,02-12-2011 14:58,4,NA,NA,NA,Letna
10140,02-12-2011 14:59,1,NA,NA,NA,Fjordne
10141,02-12-2011 15:00,2,NA,NA,NA,Fax
10143,2/13/2011 05:14:13 AM,4,40.917992,unknown,-122.238831,Aethyr
10144,2/13/2011 10:36:24 AM,0,NA,NA,NA,Croxford/Andrews
10145,2/13/2011 03:43:11 PM,51,35.670479,NA,139.740921,Various Artists
10146,2/13/2011 03:56:40 PM,1,NA,NA,NA,My3yeah
10147,2/13/2011 04:07:41 PM,4,NA,NA,NA,Caligine
10148,2/13/2011 04:15:26 PM,1,NA,NA,NA,Kyle Clyde
10149,2/13/2011 04:31:19 PM,0,NA,NA,NA,Donato Epiro
1015,12-04-2008 09:22,23,NA,NA,NA,Dan Melchior
10150,2/13/2011 04:45:34 PM,4,48.440881,"Dnipropetrovsk, Ukraine",34.955607,Gamardah Fungus
10151,2/13/2011 04:50:23 PM,0,NA,NA,NA,Ø+yn
10152,2/13/2011 05:01:17 PM,1,NA,NA,NA,Auraboris
10153,2/13/2011 05:12:01 PM,2,NA,"Kharkiv/Lviv, Ukraine",NA,Hokkei Quartet
10154,2/13/2011 05:17:49 PM,4,63.825255,"Umeå, Sweden",20.26078,NaDa BaBa
10155,2/13/2011 05:22:55 PM,0,NA,NA,NA,Christian Television
10156,2/13/2011 05:33:38 PM,0,NA,NA,NA,House Of Assignation
10157,2/14/2011 07:29:28 AM,0,51.506325,"London, UK",-0.127144,Inca Gold
10159,2/14/2011 11:50:28 AM,1,NA,NA,NA,Shogun
10160,2/14/2011 11:50:44 AM,0,NA,NA,NA,Blitz Lunar
10161,2/14/2011 11:51:03 AM,1,NA,NA,NA,Kulor
10162,2/14/2011 11:51:14 AM,0,NA,NA,NA,Keishi Yonao
10163,2/14/2011 11:51:28 AM,0,NA,NA,NA,"Torben ""Metal"" Hansen"
10164,2/14/2011 11:51:56 AM,0,NA,NA,NA,Bomb Boy
10165,2/14/2011 11:52:27 AM,0,NA,NA,NA,hally feat. Seiko Kobuchi
10166,2/14/2011 11:52:44 AM,0,NA,NA,NA,Tsuyoshi Shimokura
10167,2/14/2011 11:52:59 AM,0,NA,NA,NA,Madbrain
10168,2/14/2011 11:53:17 AM,0,NA,NA,NA,Utabi Hirokawa
10169,2/14/2011 11:53:38 AM,0,NA,NA,NA,hizmi
1017,12-04-2008 09:22,23,35.9940329,"Durham, NC",-78.898619,Dan Melchior und Das Menace
10170,2/14/2011 11:53:56 AM,1,NA,NA,NA,Simon Stålenhag
10171,2/14/2011 11:54:25 AM,0,NA,NA,NA,Dong
10172,2/14/2011 11:54:43 AM,0,NA,NA,NA,Louis G
10173,2/14/2011 11:55:14 AM,0,NA,NA,NA,hex125
10174,2/14/2011 12:57:40 PM,1,40.438335,"Pittsburgh, PA",-79.997459,Eastern Watershed Klezmer Quartet
10175,2/14/2011 02:06:57 PM,4,33.216565,"Denton, TX",-97.130984,Fergus & Geronimo
10177,2/14/2011 02:26:12 PM,4,NA,NA,NA,Baker/Lipstate/Sims
10178,2/14/2011 02:30:10 PM,0,NA,NA,NA,Varropas
10179,2/14/2011 03:41:49 PM,0,NA,NA,NA,throuRoof
1018,12-04-2008 09:24,9,45.511795,"Portland, Oregon ",-122.675629,Daniel Menche
10180,2/14/2011 05:11:52 PM,6,35.59846,"Asheville, NC",-82.553144,Kreamy 'Lectric Santa
10182,2/14/2011 06:14:16 PM,13,34.05349,"Los Angeles, CA",-118.245319,Fishtank Ensemble
10183,2/14/2011 06:51:11 PM,15,37.805065,"Oakland, CA",-122.273024,MWE
10184,2/14/2011 06:56:58 PM,1,NA,NA,NA,Suburban Howl
10188,2/15/2011 05:57:21 PM,11,41.618673,"Rosendale, NY 12472",-74.323589,Rozsa has become... Madárka
10191,2/17/2011 03:48:23 PM,2,49.990101,"Ukraine, Kharkiv",36.230301,Eok
10192,2/17/2011 04:15:53 PM,14,40.692455,"Brooklyn, NY",-73.990364,Colin L. Orchestra
10193,2/17/2011 05:44:50 PM,0,NA,NA,NA,Ø +yn
10194,2/17/2011 07:59:57 PM,0,21.504394,India,82.71767,The Ghost Dance Project
10195,2/17/2011 09:35:11 PM,0,-37.817532,"Melbourne, Australia",144.967148,Constant Light
10196,2/18/2011 05:22:27 AM,5,43.64856,"Toronto, Canada
(Born Columbian)",-79.385324,Caballo & the Mothafu Kings
10197,2/18/2011 11:00:03 AM,6,54.322554,Europe,4.30165,Sans Blanc
10198,2/18/2011 11:40:42 AM,6,38.579065,"Sacramento, Ca",-121.491014,Buk Buk Bigups
10199,2/18/2011 01:35:14 PM,2,29.9537,"New Orleans, LA",-90.077749,Guitar Lightnin Lee and His Thunder Band
102,11/26/2008 02:05:56 AM,0,37.7749295,"San Francisco, CA",-122.4194155,Chief Boima
10200,2/18/2011 01:53:30 PM,10,40.72967,"Greenpoint, Brooklyn",-73.959754,Human Resources
10201,2/18/2011 02:35:17 PM,1,NA,NA,NA,Electronic Phantom Orchestra
10203,2/18/2011 03:56:37 PM,0,NA,NA,NA,Kim Ann Foxman & Andy Butler
10204,2/18/2011 03:57:35 PM,2,NA,NA,NA,Groove Armada
10205,2/18/2011 03:58:51 PM,4,41.88415,"Chicago, IL",-87.632409,James Curd
10207,2/18/2011 04:00:17 PM,0,NA,NA,NA,James Curd presents Ziggy Franklin
10208,2/18/2011 04:00:59 PM,2,NA,NA,NA,Greenskeepers
10211,2/18/2011 04:04:24 PM,0,NA,NA,NA,Flight Facilities
10212,2/18/2011 04:53:27 PM,0,-23.562819,"Big Island, HI/ Sao Paulo, Brasil",-46.654704,Jam Messengers
10213,2/18/2011 05:24:11 PM,0,47.60356,"Seattle, WA",-122.329439,Hobosexual
10214,2/18/2011 05:36:02 PM,0,34.05349,"Los Angeles, CA",-118.245319,Sea Of Cortez
10215,2/18/2011 05:58:37 PM,0,47.60356,"Seattle, Washington",-122.329439,A Million Years Ago
10216,2/18/2011 06:27:38 PM,1,44.979035,"Minneapolis, Minnesota",-93.264929,Cloud Cult
10217,2/18/2011 07:06:18 PM,1,42.317816,"Northampton, MA",-72.632384,Chris Pureka
1022,12-04-2008 09:22,11,45.5234515,"Portland, OR",-122.6762071,Meth Teeth
10220,2/18/2011 07:17:10 PM,0,47.67856,"Redmond, WA",-122.130994,Rusty Willoughby
10221,2/18/2011 07:24:34 PM,2,40.692455,"Brooklyn, NY",-73.990364,Bear In Heaven
10222,2/18/2011 07:33:15 PM,0,34.05349,Los Angeles,-118.245319,Jamie Kimmel
10223,2/18/2011 07:42:52 PM,0,NA,NA,NA,Robot Comes To Me
10224,2/18/2011 07:45:51 PM,0,NA,NA,NA,Robot comes to me + k. schools + bng
10226,2/19/2011 03:57:05 AM,0,NA,NA,NA,Kreamy 'lectric
10228,2/19/2011 10:11:03 AM,0,NA,NA,NA,[Esc.] Laboratory
10229,2/19/2011 10:30:37 AM,1,NA,NA,NA,Chicken Jones
1023,12-04-2008 09:22,2,40.65,"Brooklyn, NY",-73.95,MetroFolk
10230,2/19/2011 10:31:41 AM,0,NA,NA,NA,Akathasquid
10231,2/19/2011 10:35:12 AM,0,NA,NA,NA,Katrah-Quey ft. dj Alekzander
10234,2/19/2011 04:43:21 PM,1,38.89037,Washington DC,-77.031959,Myo
10235,2/20/2011 10:54:53 AM,0,NA,NA,NA,The Duo
10236,2/20/2011 10:56:52 AM,0,NA,NA,NA,The Duo Feat. Lokust
10237,2/20/2011 12:02:49 PM,0,NA,NA,NA,this one ft. DDJ
10238,2/20/2011 12:07:46 PM,0,NA,NA,NA,Zedika
10239,2/21/2011 09:56:51 AM,6,NA,NA,NA,Stems
1024,12-04-2008 09:22,7,44.983334,"Minneapolis, MN",-93.26667,Paul Metzger
10242,2/21/2011 11:53:04 AM,4,40.692455,"Brooklyn, New York",-73.990364,Messages
10243,2/21/2011 02:58:43 PM,3,60.441545,"Itä-Uusimaa, Finland",25.92771,Hunton Quintet
10244,2/21/2011 03:23:32 PM,1,NA,NA,NA,Kevin Purvis
10245,2/21/2011 03:27:03 PM,3,NA,NA,NA,Anti/Uton
10246,2/21/2011 03:34:03 PM,17,42.358635,Boston,-71.056699,Bullroarer
10247,2/21/2011 03:42:28 PM,0,NA,NA,NA,Bullroarer vs Nautical Almanac
10248,2/21/2011 04:11:48 PM,13,48.85693,Paris,2.3412,Feu Machin
10249,2/21/2011 04:14:32 PM,1,NA,NA,NA,Jonah Rapino
10250,2/21/2011 04:58:21 PM,6,NA,NA,NA,Two Prong
10251,2/21/2011 05:55:26 PM,14,NA,NA,NA,Jimmy Cousins
10252,2/21/2011 07:06:53 PM,0,NA,NA,NA,Humanbeast
10254,2/22/2011 08:32:35 AM,2,NA,NA,NA,µB
10255,2/22/2011 08:32:47 AM,0,NA,NA,NA,chunter
10256,2/22/2011 08:32:58 AM,0,NA,NA,NA,Feryl
10257,2/22/2011 08:33:08 AM,0,NA,NA,NA,fluidvolt
10260,2/22/2011 08:04:41 PM,2,39.96196,"Columbus, Ohio",-83.002984,Means
10261,2/22/2011 08:30:26 PM,0,40.692455,"Brooklyn, NY",-73.990364,Carlos Giffoni & Chuck Bettis (DEVASTATION DUO)
10262,2/23/2011 02:28:38 PM,0,NA,NA,NA,ISSUE Project Room
10263,2/23/2011 03:11:41 PM,0,40.71455,"New York, NY",-74.007124,Demetri Tashie
10264,2/23/2011 03:53:08 PM,5,43.35874,"Tuscany, Italy",11.0293,MUTAMASSIK
10265,2/23/2011 04:03:15 PM,5,40.692455,"Brooklyn, NY",-73.990364,D. Charles Speer
10267,2/23/2011 05:03:45 PM,6,43.35874,"Tuscany, Italy",11.0293,Morgan Craft
10268,2/23/2011 05:20:00 PM,3,40.57407,"Belle Harbor, NY",-73.854591,Toy Sugar
10270,2/23/2011 06:10:07 PM,0,40.14323,"Gunnison Beach, New Jersey",-74.726715,East Of The Wall
10271,2/23/2011 06:11:37 PM,0,40.71455,"New York, New York",-74.007124,Tiger Flowers
10272,2/23/2011 06:12:37 PM,0,40.692455,"Brooklyn, New York",-73.990364,Black Anvil
10273,2/23/2011 06:14:18 PM,0,NA,NA,NA,Naam
10274,2/23/2011 06:15:46 PM,2,40.692455,"Brooklyn, NY",-73.990364,Fuck Ton
10275,2/23/2011 06:16:08 PM,0,40.692455,"Brooklyn, New York",-73.990364,Meek is Murder
10276,2/23/2011 06:17:38 PM,0,40.14323,New Jersey,-74.726715,The Binary Code
10277,2/23/2011 06:19:34 PM,3,NA,NA,NA,Castevet
10278,2/23/2011 06:20:41 PM,0,NA,NA,NA,Hung
10279,2/23/2011 06:21:43 PM,0,40.692455,"Brooklyn, New York",-73.990364,Pyrrhon
10280,2/23/2011 06:22:36 PM,0,40.692455,"Brooklyn, New York",-73.990364,Mutant Supremacy
10281,2/23/2011 06:23:04 PM,0,NA,NA,NA,Incendiary
10283,2/24/2011 03:57:18 PM,0,40.30376,"Long Branch, New Jersey",-73.993369,The Ghost In Black And White
10284,2/24/2011 03:57:45 PM,0,NA,NA,NA,Wetnurse
10285,2/24/2011 03:59:10 PM,0,40.706652,"Beers Village, New York",-73.972569,Moth Eater
10286,2/24/2011 04:00:01 PM,0,40.692455,"Brooklyn, New York",-73.990364,Hull
10287,2/24/2011 04:01:20 PM,0,NA,NA,NA,The Austerity Program
10288,2/24/2011 04:01:41 PM,0,40.71455,"New York, New York",-74.007124,Defeatist
10289,2/24/2011 04:02:27 PM,0,40.692455,"Brooklyn, New York",-73.990364,Goes Cube
10290,2/24/2011 04:04:02 PM,3,NA,NA,NA,Krallice
10291,2/24/2011 04:05:32 PM,0,40.14323,New Jersey,-74.726715,Abacinate
10292,2/24/2011 04:06:16 PM,0,40.71455,"New York, New York",-74.007124,IKILLYA
10293,2/24/2011 04:06:55 PM,0,40.692455,"Brooklyn, New York",-73.990364,Atakke
10294,2/24/2011 05:36:02 PM,1,40.71455,"New York, New York",-74.007124,Empyreon
10295,2/25/2011 12:10:48 AM,0,NA,NA,NA,Elliott Sharp/Jack Womack
10296,2/25/2011 06:54:01 PM,26,NA,NA,NA,Monk Turner + Fascinoma
10297,2/27/2011 12:06:09 AM,1,41.88415,"Chicago, IL",-87.632409,Instinct Control
10298,2/27/2011 07:23:09 AM,2,NA,NA,NA,Jordi Fresco
10302,2/27/2011 07:48:04 AM,0,NA,NA,NA,Overdude
10303,2/27/2011 07:52:59 AM,0,NA,NA,NA,timide et fragile
10305,2/27/2011 04:19:55 PM,2,NA,NA,NA,Bloem
10306,2/27/2011 04:23:24 PM,1,NA,NA,NA,Caroline Ono
10307,2/27/2011 04:36:11 PM,5,NA,NA,NA,Crank Sturgeon
10308,2/27/2011 04:41:20 PM,2,NA,NA,NA,Crash Duo
10309,2/27/2011 04:44:45 PM,1,NA,NA,NA,Donovan/Montag/Pearson
10310,2/27/2011 04:46:46 PM,1,NA,NA,NA,FluiD
10312,2/27/2011 04:53:02 PM,0,NA,NA,NA,Graham Dunning
10313,2/27/2011 04:59:15 PM,6,NA,NA,NA,Hal McGee
10314,2/27/2011 05:03:33 PM,0,NA,NA,NA,Igor's Roomy Lab Coat:
10315,2/27/2011 05:05:55 PM,1,NA,NA,NA,John Hyatt
10316,2/27/2011 05:09:16 PM,0,NA,NA,NA,Juca Pimentel and Anton Mobin
10317,2/27/2011 05:16:11 PM,0,NA,NA,NA,Lux P0G0
10318,2/27/2011 05:24:27 PM,0,NA,NA,NA,Noise Research and Richard Knight
10319,2/27/2011 05:27:31 PM,0,NA,NA,NA,PAS with Big Brother on Acid
1032,12-04-2008 09:17,12,55.378051,UK,-3.435973,Sexton Ming
10320,2/27/2011 05:36:06 PM,0,NA,NA,NA,Planetaldol & Ayato
10321,2/27/2011 05:44:23 PM,2,NA,NA,NA,Sinus Buds
10322,2/27/2011 05:52:08 PM,0,NA,NA,NA,Thanato Twist with Oleg's Sound System
10323,2/27/2011 06:26:07 PM,1,NA,NA,NA,Frédéric D. Oberland
10325,2/28/2011 07:03:44 AM,0,NA,NA,NA,Venice
10326,2/28/2011 09:55:25 AM,0,NA,NA,NA,Ten Thousand Hours
10327,2/28/2011 01:03:10 PM,2,NA,NA,NA,Lucy Foley
10328,2/28/2011 01:04:19 PM,0,32.045101,"Tel Aviv, Israel",34.769711,Electra
10331,2/28/2011 02:16:05 PM,0,NA,NA,NA,Itamar Ziegler
10332,2/28/2011 02:35:55 PM,0,31.7736,"Jerusalem, Israel",35.224998,Kitzu
10333,2/28/2011 03:53:56 PM,1,NA,NA,NA,Workdogs
10334,2/28/2011 05:19:32 PM,10,29.9537,New Orleans,-90.077749,The Vévé Seashore
10335,2/28/2011 08:36:54 PM,1,40.94738,"Tulsa, OH/Green Pidgin, NSW",-81.472839,Akhet
10336,2/28/2011 09:13:15 PM,10,40.94738,"Tulsa, OH/Green Pidgin, NSW",-81.472839,Alligator Crystal Moth
10337,2/28/2011 09:19:44 PM,3,NA,NA,NA,Indias Indios
10340,03-01-2011 08:33,9,32.991405,Japan,138.460247,Cheapshot
10341,03-01-2011 12:35,86,27.76102,Florida,-83.832764,Mr. & Mrs. Smith
10343,03-01-2011 12:58,0,NA,NA,NA,September 29th
10344,03-01-2011 13:34,1,59.33228,"Stockholm, Sweden",18.06284,The Goner
10345,03-01-2011 14:19,5,49.792775,"Würzburg, Germany",9.936395,Least Carpet
10346,03-01-2011 14:54,0,NA,Italy,NA,Charlie Boraley
10347,03-01-2011 14:55,0,NA,NA,NA,Giovanni Cipolla
10348,03-01-2011 14:57,1,NA,NA,NA,Joanna Sandsmark
10349,03-01-2011 15:02,11,51.164175,Germany,10.454145,dronæment
10350,03-01-2011 16:27,1,NA,NA,NA,Michael House
10351,03-01-2011 16:30,1,NA,NA,NA,The Moot
10352,03-01-2011 16:33,0,NA,NA,NA,Charlie Burgess
10353,03-01-2011 16:40,0,NA,NA,NA,Flo and Eline
10354,03-01-2011 16:45,0,NA,NA,NA,"Miller, Schletty, Thomas, and Gómez"
10355,03-01-2011 16:47,0,NA,NA,NA,Paza Rahm
10356,03-01-2011 16:49,1,NA,Finland,NA,Aleksi Eeben
10357,03-01-2011 16:55,4,NA,NA,NA,8-Bit Ninjas
10358,03-01-2011 16:56,0,NA,NA,NA,W!zardK!d
10359,03-01-2011 16:58,6,51.164175,Germany,10.454145,Marcus Obst
1036,12-04-2008 09:22,1,41.87194,Italy,12.56738,Miss Chain and the Broken Heels
10360,03-01-2011 17:32,16,41.88415,Chicago,-87.632409,Black Bear Combo
10361,03-01-2011 18:03,0,NA,NA,NA,Gerald Fiebig
10366,03-02-2011 12:40,0,51.451817,"Essen, Germany",7.010609,Carsten Vollmer
10368,03-02-2011 13:10,0,53.479605,"Manchester, UK",-2.248818,Pure Sound
10369,03-02-2011 13:38,10,52.241156,"Suffolk, UK",1.054475,Sunslide
1037,12-04-2008 09:22,5,34.0522342,"Los Angeles, CA",-118.2436849,Miss Derringer
10370,03-02-2011 14:07,0,45.468945,"Milano, Italy",9.18103,Logoplasm
10371,03-02-2011 14:33,0,51.434471,"Eindhoven, Noord-Brabant, Nederland",5.4841,Cone
10372,03-02-2011 14:54,2,50.7323,"Bonn, Germany",7.101695,Mirko Uhlig
10374,03-02-2011 15:56,0,NA,NA,NA,U.S. Marine Band
10379,03-02-2011 20:02,2,31.168895,Texas,-100.077148,Reggie Regan
1038,12-04-2008 09:26,0,NA,NA,NA,Misty Roses
10380,03-02-2011 20:09,10,19.4319,Mexico City,-99.132851,Los Negretes
10381,03-03-2011 09:48,2,55.00839,UK,-5.822485,Low - Fye
10382,03-03-2011 13:19,29,39.16659,"Bloomington, Indiana",-86.534244,Apache Dropout
10383,03-03-2011 13:54,6,50.50099,Belgium,4.47677,Magdalena Solis
10384,03-03-2011 20:51,2,46.211401,France,2.20936,arsonist
10385,03-03-2011 21:33,16,48.85693,"Paris, France",2.3412,SONGO 21
10386,03-04-2011 03:56,8,46.211401,France,2.20936,bidibop
10387,03-04-2011 15:16,0,40.692455,"Brooklyn, NY",-73.990364,Wizard Amps
